ZIP Code,Territory,TNT,UDS Zone
61841,Griffith,1 Day ,5
61859,Griffith,1 Day ,5
61849,Griffith,1 Day ,5
61866,Griffith,1 Day ,5
61878,Griffith,1 Day ,5
61802,Griffith,1 Day ,5
61840,Griffith,1 Day ,5
61843,Griffith,1 Day ,5
61801,Griffith,1 Day ,5
61820,Griffith,1 Day ,5
61821,Griffith,1 Day ,5
61822,Griffith,1 Day ,5
61874,Griffith,1 Day ,5
61131,Machesney Park,1 Day ,4
61105,Machesney Park,1 Day ,4
61130,Machesney Park,1 Day ,4
61126,Machesney Park,1 Day ,4
61132,Machesney Park,1 Day ,4
61125,Machesney Park,1 Day ,4
61110,Machesney Park,1 Day ,4
61106,Machesney Park,1 Day ,4
61077,Machesney Park,1 Day ,4
61013,Machesney Park,1 Day ,4
61027,Machesney Park,1 Day ,4
61012,Machesney Park,1 Day ,4
61080,Machesney Park,1 Day ,4
61038,Machesney Park,1 Day ,4
61065,Machesney Park,1 Day ,4
61011,Machesney Park,1 Day ,4
61073,Machesney Park,1 Day ,4
61008,Machesney Park,1 Day ,4
61112,Machesney Park,1 Day ,4
61115,Machesney Park,1 Day ,4
61114,Machesney Park,1 Day ,4
61111,Machesney Park,1 Day ,4
61072,Machesney Park,1 Day ,4
61107,Machesney Park,1 Day ,4
61103,Machesney Park,1 Day ,4
61101,Machesney Park,1 Day ,4
61104,Machesney Park,1 Day ,4
61108,Machesney Park,1 Day ,4
61016,Machesney Park,1 Day ,4
61024,Machesney Park,1 Day ,4
61109,Machesney Park,1 Day ,4
61019,Machesney Park,1 Day ,4
61070,Machesney Park,1 Day ,4
61102,Machesney Park,1 Day ,4
61018,Machesney Park,1 Day ,4
61088,Machesney Park,1 Day ,4
61063,Machesney Park,1 Day ,4
61067,Machesney Park,1 Day ,4
61060,Machesney Park,1 Day ,4
61032,Machesney Park,1 Day ,4
53547,Madison,1 Day ,8
53537,Madison,1 Day ,8
53590,Madison,1 Day ,8
53598,Madison,1 Day ,8
53532,Madison,1 Day ,8
53714,Madison,1 Day ,8
53527,Madison,1 Day ,8
53718,Madison,1 Day ,8
53716,Madison,1 Day ,8
53597,Madison,1 Day ,8
53703,Madison,1 Day ,8
53704,Madison,1 Day ,8
53715,Madison,1 Day ,8
53558,Madison,1 Day ,8
53546,Madison,1 Day ,8
53706,Madison,1 Day ,8
53545,Madison,1 Day ,8
53726,Madison,1 Day ,8
53711,Madison,1 Day ,8
53713,Madison,1 Day ,8
53705,Madison,1 Day ,8
53562,Madison,1 Day ,8
53717,Madison,1 Day ,8
53719,Madison,1 Day ,8
60075,Waukegan,1 Day ,3
60079,Waukegan,1 Day ,3
60086,Waukegan,1 Day ,3
60049,Waukegan,1 Day ,3
60065,Waukegan,1 Day ,3
60019,Waukegan,1 Day ,3
60095,Waukegan,1 Day ,3
60094,Waukegan,1 Day ,3
60055,Waukegan,1 Day ,3
60078,Waukegan,1 Day ,3
60038,Waukegan,1 Day ,3
60006,Waukegan,1 Day ,3
60017,Waukegan,1 Day ,3
60039,Waukegan,1 Day ,3
60179,Waukegan,1 Day ,3
60037,Waukegan,1 Day ,3
53143,Waukegan,1 Day ,3
60096,Waukegan,1 Day ,3
53158,Waukegan,1 Day ,3
53142,Waukegan,1 Day ,3
60099,Waukegan,1 Day ,3
60083,Waukegan,1 Day ,3
60087,Waukegan,1 Day ,3
60044,Waukegan,1 Day ,3
60031,Waukegan,1 Day ,3
60046,Waukegan,1 Day ,3
60085,Waukegan,1 Day ,3
60064,Waukegan,1 Day ,3
60088,Waukegan,1 Day ,3
60015,Waukegan,1 Day ,3
60045,Waukegan,1 Day ,3
60035,Waukegan,1 Day ,3
60022,Waukegan,1 Day ,3
60043,Waukegan,1 Day ,3
60091,Waukegan,1 Day ,3
60093,Waukegan,1 Day ,3
60026,Waukegan,1 Day ,3
60048,Waukegan,1 Day ,3
60002,Waukegan,1 Day ,3
60030,Waukegan,1 Day ,3
60076,Waukegan,1 Day ,3
60029,Waukegan,1 Day ,3
60061,Waukegan,1 Day ,3
60060,Waukegan,1 Day ,3
60050,Waukegan,1 Day ,3
60081,Waukegan,1 Day ,3
60020,Waukegan,1 Day ,3
60069,Waukegan,1 Day ,3
60047,Waukegan,1 Day ,3
60084,Waukegan,1 Day ,3
60041,Waukegan,1 Day ,3
60077,Waukegan,1 Day ,3
60053,Waukegan,1 Day ,3
60025,Waukegan,1 Day ,3
60062,Waukegan,1 Day ,3
60090,Waukegan,1 Day ,3
60070,Waukegan,1 Day ,3
60089,Waukegan,1 Day ,3
60073,Waukegan,1 Day ,3
60072,Waukegan,1 Day ,3
60074,Waukegan,1 Day ,3
60071,Waukegan,1 Day ,3
60714,Waukegan,1 Day ,3
60016,Waukegan,1 Day ,3
60004,Waukegan,1 Day ,3
60042,Waukegan,1 Day ,3
60018,Waukegan,1 Day ,3
60005,Waukegan,1 Day ,3
60008,Waukegan,1 Day ,3
60051,Waukegan,1 Day ,3
60056,Waukegan,1 Day ,3
60067,Waukegan,1 Day ,3
60195,Waukegan,1 Day ,3
60097,Waukegan,1 Day ,3
60034,Waukegan,1 Day ,3
60021,Waukegan,1 Day ,3
60013,Waukegan,1 Day ,3
60012,Waukegan,1 Day ,3
60010,Waukegan,1 Day ,3
60098,Waukegan,1 Day ,3
60102,Waukegan,1 Day ,3
60014,Waukegan,1 Day ,3
60118,Waukegan,1 Day ,3
60192,Waukegan,1 Day ,3
60110,Waukegan,1 Day ,3
60156,Waukegan,1 Day ,3
60136,Waukegan,1 Day ,3
60033,Waukegan,1 Day ,3
60142,Waukegan,1 Day ,3
60040,Waukegan,1 Day ,3
60082,Waukegan,1 Day ,3
53154,Milwaukee,1 Day ,8
53110,Milwaukee,1 Day ,8
53221,Milwaukee,1 Day ,8
53129,Milwaukee,1 Day ,8
53213,Milwaukee,1 Day ,8
53219,Milwaukee,1 Day ,8
53220,Milwaukee,1 Day ,8
53208,Milwaukee,1 Day ,8
53207,Milwaukee,1 Day ,8
53172,Milwaukee,1 Day ,8
53215,Milwaukee,1 Day ,8
53228,Milwaukee,1 Day ,8
53222,Milwaukee,1 Day ,8
53005,Milwaukee,1 Day ,8
53204,Milwaukee,1 Day ,8
53235,Milwaukee,1 Day ,8
53202,Milwaukee,1 Day ,8
53205,Milwaukee,1 Day ,8
53203,Milwaukee,1 Day ,8
53212,Milwaukee,1 Day ,8
53211,Milwaukee,1 Day ,8
53132,Milwaukee,1 Day ,8
53226,Milwaukee,1 Day ,8
53214,Milwaukee,1 Day ,8
53227,Milwaukee,1 Day ,8
53122,Milwaukee,1 Day ,8
53233,Milwaukee,1 Day ,8
53206,Milwaukee,1 Day ,8
53210,Milwaukee,1 Day ,8
53130,Milwaukee,1 Day ,8
53216,Milwaukee,1 Day ,8
53045,Milwaukee,1 Day ,8
53151,Milwaukee,1 Day ,8
53146,Milwaukee,1 Day ,8
47375,Indianapolis,1 Day ,7
47308,Indianapolis,1 Day ,7
46959,Indianapolis,1 Day ,7
46904,Indianapolis,1 Day ,7
46903,Indianapolis,1 Day ,7
46995,Indianapolis,1 Day ,7
47307,Indianapolis,1 Day ,7
47337,Indianapolis,1 Day ,7
46154,Indianapolis,1 Day ,7
46915,Indianapolis,1 Day ,7
47263,Indianapolis,1 Day ,7
46061,Indianapolis,1 Day ,7
47924,Indianapolis,1 Day ,7
46082,Indianapolis,1 Day ,7
46291,Indianapolis,1 Day ,7
46298,Indianapolis,1 Day ,7
46275,Indianapolis,1 Day ,7
46274,Indianapolis,1 Day ,7
47903,Indianapolis,1 Day ,7
46277,Indianapolis,1 Day ,7
47902,Indianapolis,1 Day ,7
46253,Indianapolis,1 Day ,7
46244,Indianapolis,1 Day ,7
46296,Indianapolis,1 Day ,7
46295,Indianapolis,1 Day ,7
46283,Indianapolis,1 Day ,7
46282,Indianapolis,1 Day ,7
46266,Indianapolis,1 Day ,7
46255,Indianapolis,1 Day ,7
46206,Indianapolis,1 Day ,7
46285,Indianapolis,1 Day ,7
46242,Indianapolis,1 Day ,7
46251,Indianapolis,1 Day ,7
46247,Indianapolis,1 Day ,7
46183,Indianapolis,1 Day ,7
47280,Indianapolis,1 Day ,7
47202,Indianapolis,1 Day ,7
47935,Indianapolis,1 Day ,7
47939,Indianapolis,1 Day ,7
47934,Indianapolis,1 Day ,7
47938,Indianapolis,1 Day ,7
47937,Indianapolis,1 Day ,7
47936,Indianapolis,1 Day ,7
46103,Indianapolis,1 Day ,7
47407,Indianapolis,1 Day ,7
46170,Indianapolis,1 Day ,7
47402,Indianapolis,1 Day ,7
47199,Indianapolis,1 Day ,7
47131,Indianapolis,1 Day ,7
47812,Indianapolis,1 Day ,7
47811,Indianapolis,1 Day ,7
47801,Indianapolis,1 Day ,7
47808,Indianapolis,1 Day ,7
47845,Indianapolis,1 Day ,7
47596,Indianapolis,1 Day ,7
47547,Indianapolis,1 Day ,7
47549,Indianapolis,1 Day ,7
47374,Indianapolis,1 Day ,7
47353,Indianapolis,1 Day ,7
47340,Indianapolis,1 Day ,7
47394,Indianapolis,1 Day ,7
47327,Indianapolis,1 Day ,7
47303,Indianapolis,1 Day ,7
47305,Indianapolis,1 Day ,7
47302,Indianapolis,1 Day ,7
47304,Indianapolis,1 Day ,7
47330,Indianapolis,1 Day ,7
47346,Indianapolis,1 Day ,7
47396,Indianapolis,1 Day ,7
47334,Indianapolis,1 Day ,7
47356,Indianapolis,1 Day ,7
47387,Indianapolis,1 Day ,7
47331,Indianapolis,1 Day ,7
47352,Indianapolis,1 Day ,7
47362,Indianapolis,1 Day ,7
46936,Indianapolis,1 Day ,7
47385,Indianapolis,1 Day ,7
46056,Indianapolis,1 Day ,7
46127,Indianapolis,1 Day ,7
46031,Indianapolis,1 Day ,7
47012,Indianapolis,1 Day ,7
46148,Indianapolis,1 Day ,7
46186,Indianapolis,1 Day ,7
46051,Indianapolis,1 Day ,7
46902,Indianapolis,1 Day ,7
46901,Indianapolis,1 Day ,7
46117,Indianapolis,1 Day ,7
46068,Indianapolis,1 Day ,7
46064,Indianapolis,1 Day ,7
46040,Indianapolis,1 Day ,7
46173,Indianapolis,1 Day ,7
46060,Indianapolis,1 Day ,7
46034,Indianapolis,1 Day ,7
46979,Indianapolis,1 Day ,7
46072,Indianapolis,1 Day ,7
46104,Indianapolis,1 Day ,7
46037,Indianapolis,1 Day ,7
46161,Indianapolis,1 Day ,7
46140,Indianapolis,1 Day ,7
46030,Indianapolis,1 Day ,7
46062,Indianapolis,1 Day ,7
46156,Indianapolis,1 Day ,7
47006,Indianapolis,1 Day ,7
46038,Indianapolis,1 Day ,7
46057,Indianapolis,1 Day ,7
46055,Indianapolis,1 Day ,7
46065,Indianapolis,1 Day ,7
46216,Indianapolis,1 Day ,7
46163,Indianapolis,1 Day ,7
46236,Indianapolis,1 Day ,7
46033,Indianapolis,1 Day ,7
46256,Indianapolis,1 Day ,7
46069,Indianapolis,1 Day ,7
46229,Indianapolis,1 Day ,7
46235,Indianapolis,1 Day ,7
46250,Indianapolis,1 Day ,7
47240,Indianapolis,1 Day ,7
46280,Indianapolis,1 Day ,7
46290,Indianapolis,1 Day ,7
46226,Indianapolis,1 Day ,7
46130,Indianapolis,1 Day ,7
46074,Indianapolis,1 Day ,7
47272,Indianapolis,1 Day ,7
46032,Indianapolis,1 Day ,7
46058,Indianapolis,1 Day ,7
46240,Indianapolis,1 Day ,7
46260,Indianapolis,1 Day ,7
46239,Indianapolis,1 Day ,7
46219,Indianapolis,1 Day ,7
46182,Indianapolis,1 Day ,7
46041,Indianapolis,1 Day ,7
46050,Indianapolis,1 Day ,7
46201,Indianapolis,1 Day ,7
46220,Indianapolis,1 Day ,7
46126,Indianapolis,1 Day ,7
46218,Indianapolis,1 Day ,7
46205,Indianapolis,1 Day ,7
46208,Indianapolis,1 Day ,7
46202,Indianapolis,1 Day ,7
46204,Indianapolis,1 Day ,7
46259,Indianapolis,1 Day ,7
46203,Indianapolis,1 Day ,7
46222,Indianapolis,1 Day ,7
46268,Indianapolis,1 Day ,7
46228,Indianapolis,1 Day ,7
46075,Indianapolis,1 Day ,7
46077,Indianapolis,1 Day ,7
46107,Indianapolis,1 Day ,7
47904,Indianapolis,1 Day ,7
46278,Indianapolis,1 Day ,7
47901,Indianapolis,1 Day ,7
46225,Indianapolis,1 Day ,7
46224,Indianapolis,1 Day ,7
46237,Indianapolis,1 Day ,7
46254,Indianapolis,1 Day ,7
47905,Indianapolis,1 Day ,7
46176,Indianapolis,1 Day ,7
46184,Indianapolis,1 Day ,7
46227,Indianapolis,1 Day ,7
46214,Indianapolis,1 Day ,7
47246,Indianapolis,1 Day ,7
47232,Indianapolis,1 Day ,7
47244,Indianapolis,1 Day ,7
47283,Indianapolis,1 Day ,7
47909,Indianapolis,1 Day ,7
46052,Indianapolis,1 Day ,7
46131,Indianapolis,1 Day ,7
46217,Indianapolis,1 Day ,7
46234,Indianapolis,1 Day ,7
46112,Indianapolis,1 Day ,7
46124,Indianapolis,1 Day ,7
46147,Indianapolis,1 Day ,7
46221,Indianapolis,1 Day ,7
47940,Indianapolis,1 Day ,7
46113,Indianapolis,1 Day ,7
46241,Indianapolis,1 Day ,7
46142,Indianapolis,1 Day ,7
46143,Indianapolis,1 Day ,7
46071,Indianapolis,1 Day ,7
47203,Indianapolis,1 Day ,7
46231,Indianapolis,1 Day ,7
46123,Indianapolis,1 Day ,7
46167,Indianapolis,1 Day ,7
46168,Indianapolis,1 Day ,7
46106,Indianapolis,1 Day ,7
47981,Indianapolis,1 Day ,7
47954,Indianapolis,1 Day ,7
46111,Indianapolis,1 Day ,7
46158,Indianapolis,1 Day ,7
46181,Indianapolis,1 Day ,7
47968,Indianapolis,1 Day ,7
46122,Indianapolis,1 Day ,7
46118,Indianapolis,1 Day ,7
46165,Indianapolis,1 Day ,7
46164,Indianapolis,1 Day ,7
47201,Indianapolis,1 Day ,7
46160,Indianapolis,1 Day ,7
46157,Indianapolis,1 Day ,7
46180,Indianapolis,1 Day ,7
46151,Indianapolis,1 Day ,7
46121,Indianapolis,1 Day ,7
47933,Indianapolis,1 Day ,7
46128,Indianapolis,1 Day ,7
46105,Indianapolis,1 Day ,7
47468,Indianapolis,1 Day ,7
46172,Indianapolis,1 Day ,7
47408,Indianapolis,1 Day ,7
46120,Indianapolis,1 Day ,7
47859,Indianapolis,1 Day ,7
46166,Indianapolis,1 Day ,7
47448,Indianapolis,1 Day ,7
47872,Indianapolis,1 Day ,7
46135,Indianapolis,1 Day ,7
47405,Indianapolis,1 Day ,7
47406,Indianapolis,1 Day ,7
47404,Indianapolis,1 Day ,7
47456,Indianapolis,1 Day ,7
47429,Indianapolis,1 Day ,7
46171,Indianapolis,1 Day ,7
47433,Indianapolis,1 Day ,7
47862,Indianapolis,1 Day ,7
47460,Indianapolis,1 Day ,7
47401,Indianapolis,1 Day ,7
47868,Indianapolis,1 Day ,7
47431,Indianapolis,1 Day ,7
47403,Indianapolis,1 Day ,7
47833,Indianapolis,1 Day ,7
47834,Indianapolis,1 Day ,7
47805,Indianapolis,1 Day ,7
47803,Indianapolis,1 Day ,7
47874,Indianapolis,1 Day ,7
47807,Indianapolis,1 Day ,7
47804,Indianapolis,1 Day ,7
47809,Indianapolis,1 Day ,7
47306,Indianapolis,1 Day ,7
46048,Indianapolis,1 Day ,7
46971,FT Wayne,1 Day ,7
46595,FT Wayne,1 Day ,7
46581,FT Wayne,1 Day ,7
46015,FT Wayne,1 Day ,7
46799,FT Wayne,1 Day ,7
46018,FT Wayne,1 Day ,7
46014,FT Wayne,1 Day ,7
46899,FT Wayne,1 Day ,7
46897,FT Wayne,1 Day ,7
46898,FT Wayne,1 Day ,7
46869,FT Wayne,1 Day ,7
46896,FT Wayne,1 Day ,7
46868,FT Wayne,1 Day ,7
46867,FT Wayne,1 Day ,7
46866,FT Wayne,1 Day ,7
46865,FT Wayne,1 Day ,7
46864,FT Wayne,1 Day ,7
46863,FT Wayne,1 Day ,7
46862,FT Wayne,1 Day ,7
46861,FT Wayne,1 Day ,7
46860,FT Wayne,1 Day ,7
46859,FT Wayne,1 Day ,7
46858,FT Wayne,1 Day ,7
46857,FT Wayne,1 Day ,7
46856,FT Wayne,1 Day ,7
46855,FT Wayne,1 Day ,7
46854,FT Wayne,1 Day ,7
46853,FT Wayne,1 Day ,7
46852,FT Wayne,1 Day ,7
46851,FT Wayne,1 Day ,7
46850,FT Wayne,1 Day ,7
46801,FT Wayne,1 Day ,7
46895,FT Wayne,1 Day ,7
46885,FT Wayne,1 Day ,7
46989,FT Wayne,1 Day ,7
46953,FT Wayne,1 Day ,7
46702,FT Wayne,1 Day ,7
46933,FT Wayne,1 Day ,7
46928,FT Wayne,1 Day ,7
46792,FT Wayne,1 Day ,7
46952,FT Wayne,1 Day ,7
46992,FT Wayne,1 Day ,7
46962,FT Wayne,1 Day ,7
46787,FT Wayne,1 Day ,7
46919,FT Wayne,1 Day ,7
46750,FT Wayne,1 Day ,7
46001,FT Wayne,1 Day ,7
46910,FT Wayne,1 Day ,7
46926,FT Wayne,1 Day ,7
46539,FT Wayne,1 Day ,7
46510,FT Wayne,1 Day ,7
46986,FT Wayne,1 Day ,7
46562,FT Wayne,1 Day ,7
46714,FT Wayne,1 Day ,7
46740,FT Wayne,1 Day ,7
46012,FT Wayne,1 Day ,7
46725,FT Wayne,1 Day ,7
46783,FT Wayne,1 Day ,7
46016,FT Wayne,1 Day ,7
46970,FT Wayne,1 Day ,7
46570,FT Wayne,1 Day ,7
46504,FT Wayne,1 Day ,7
46975,FT Wayne,1 Day ,7
46563,FT Wayne,1 Day ,7
46536,FT Wayne,1 Day ,7
46506,FT Wayne,1 Day ,7
46550,FT Wayne,1 Day ,7
46531,FT Wayne,1 Day ,7
46532,FT Wayne,1 Day ,7
46590,FT Wayne,1 Day ,7
46580,FT Wayne,1 Day ,7
46582,FT Wayne,1 Day ,7
46770,FT Wayne,1 Day ,7
46791,FT Wayne,1 Day ,7
46017,FT Wayne,1 Day ,7
46542,FT Wayne,1 Day ,7
46573,FT Wayne,1 Day ,7
46538,FT Wayne,1 Day ,7
46914,FT Wayne,1 Day ,7
46517,FT Wayne,1 Day ,7
46567,FT Wayne,1 Day ,7
46514,FT Wayne,1 Day ,7
46555,FT Wayne,1 Day ,7
46733,FT Wayne,1 Day ,7
46553,FT Wayne,1 Day ,7
46814,FT Wayne,1 Day ,7
46036,FT Wayne,1 Day ,7
46516,FT Wayne,1 Day ,7
46804,FT Wayne,1 Day ,7
46044,FT Wayne,1 Day ,7
46528,FT Wayne,1 Day ,7
46011,FT Wayne,1 Day ,7
46013,FT Wayne,1 Day ,7
46818,FT Wayne,1 Day ,7
46819,FT Wayne,1 Day ,7
46701,FT Wayne,1 Day ,7
46809,FT Wayne,1 Day ,7
46711,FT Wayne,1 Day ,7
46526,FT Wayne,1 Day ,7
46507,FT Wayne,1 Day ,7
46540,FT Wayne,1 Day ,7
46767,FT Wayne,1 Day ,7
46723,FT Wayne,1 Day ,7
46802,FT Wayne,1 Day ,7
46816,FT Wayne,1 Day ,7
46807,FT Wayne,1 Day ,7
46806,FT Wayne,1 Day ,7
46808,FT Wayne,1 Day ,7
46565,FT Wayne,1 Day ,7
46805,FT Wayne,1 Day ,7
46815,FT Wayne,1 Day ,7
46803,FT Wayne,1 Day ,7
46825,FT Wayne,1 Day ,7
46835,FT Wayne,1 Day ,7
46763,FT Wayne,1 Day ,7
46755,FT Wayne,1 Day ,7
46774,FT Wayne,1 Day ,7
46761,FT Wayne,1 Day ,7
46773,FT Wayne,1 Day ,7
46738,FT Wayne,1 Day ,7
46845,FT Wayne,1 Day ,7
46741,FT Wayne,1 Day ,7
46765,FT Wayne,1 Day ,7
46706,FT Wayne,1 Day ,7
46795,FT Wayne,1 Day ,7
46785,FT Wayne,1 Day ,7
46705,FT Wayne,1 Day ,7
46747,FT Wayne,1 Day ,7
46793,FT Wayne,1 Day ,7
46721,FT Wayne,1 Day ,7
